Area,Date,Category,Subcategory,Variable,Unit,Value
Argentina,2020-02-01,Electricity generation,Fuel,Hydro,%,23.68
Argentina,2020-02-01,Electricity generation,Fuel,Nuclear,%,7.15
Argentina,2020-02-01,Electricity generation,Fuel,Other Fossil,%,1.61
Argentina,2020-02-01,Electricity generation,Fuel,Solar,%,0.71
Argentina,2020-02-01,Electricity generation,Fuel,Wind,%,5.81
Argentina,2020-03-01,Electricity generation,Aggregate fuel,Clean,%,34.52
Argentina,2020-03-01,Electricity generation,Aggregate fuel,Fossil,%,65.47
Argentina,2020-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,63.93
Argentina,2020-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,20.08
Argentina,2020-03-01,Electricity generation,Aggregate fuel,Renewables,%,26.57
Argentina,2020-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,6.49
Argentina,2020-03-01,Electricity generation,Fuel,Bioenergy,%,0.34
Argentina,2020-03-01,Electricity generation,Fuel,Coal,%,1.54
Argentina,2020-03-01,Electricity generation,Fuel,Gas,%,62.31
Argentina,2020-03-01,Electricity generation,Fuel,Hydro,%,19.74
Argentina,2020-03-01,Electricity generation,Fuel,Nuclear,%,7.95
Argentina,2020-03-01,Electricity generation,Fuel,Other Fossil,%,1.62
Argentina,2020-03-01,Electricity generation,Fuel,Solar,%,0.85
Argentina,2020-03-01,Electricity generation,Fuel,Wind,%,5.64
Argentina,2020-04-01,Electricity generation,Aggregate fuel,Clean,%,38.71
Argentina,2020-04-01,Electricity generation,Aggregate fuel,Fossil,%,61.29
Argentina,2020-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,61.29
Argentina,2020-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,20.13
Argentina,2020-04-01,Electricity generation,Aggregate fuel,Renewables,%,27.81
Argentina,2020-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,7.68
Argentina,2020-04-01,Electricity generation,Fuel,Bioenergy,%,0.44
Argentina,2020-04-01,Electricity generation,Fuel,Coal,%,0.0
Argentina,2020-04-01,Electricity generation,Fuel,Gas,%,60.73
Argentina,2020-04-01,Electricity generation,Fuel,Hydro,%,19.69
Argentina,2020-04-01,Electricity generation,Fuel,Nuclear,%,10.9
Argentina,2020-04-01,Electricity generation,Fuel,Other Fossil,%,0.56
Argentina,2020-04-01,Electricity generation,Fuel,Solar,%,0.89
Argentina,2020-04-01,Electricity generation,Fuel,Wind,%,6.79
Argentina,2020-05-01,Electricity generation,Aggregate fuel,Clean,%,40.03
Argentina,2020-05-01,Electricity generation,Aggregate fuel,Fossil,%,59.99
Argentina,2020-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,59.79
Argentina,2020-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,22.05
Argentina,2020-05-01,Electricity generation,Aggregate fuel,Renewables,%,30.0
Argentina,2020-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,7.95
Argentina,2020-05-01,Electricity generation,Fuel,Bioenergy,%,0.5
Argentina,2020-05-01,Electricity generation,Fuel,Coal,%,0.2
Argentina,2020-05-01,Electricity generation,Fuel,Gas,%,59.29
Argentina,2020-05-01,Electricity generation,Fuel,Hydro,%,21.55
Argentina,2020-05-01,Electricity generation,Fuel,Nuclear,%,10.03
Argentina,2020-05-01,Electricity generation,Fuel,Other Fossil,%,0.5
Argentina,2020-05-01,Electricity generation,Fuel,Solar,%,0.7
Argentina,2020-05-01,Electricity generation,Fuel,Wind,%,7.25
Argentina,2020-06-01,Electricity generation,Aggregate fuel,Clean,%,40.82
Argentina,2020-06-01,Electricity generation,Aggregate fuel,Fossil,%,59.17
Argentina,2020-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,58.36
Argentina,2020-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,25.36
Argentina,2020-06-01,Electricity generation,Aggregate fuel,Renewables,%,32.46
Argentina,2020-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,7.1
Argentina,2020-06-01,Electricity generation,Fuel,Bioenergy,%,0.63
Argentina,2020-06-01,Electricity generation,Fuel,Coal,%,0.81
Argentina,2020-06-01,Electricity generation,Fuel,Gas,%,57.01
Argentina,2020-06-01,Electricity generation,Fuel,Hydro,%,24.73
Argentina,2020-06-01,Electricity generation,Fuel,Nuclear,%,8.36
Argentina,2020-06-01,Electricity generation,Fuel,Other Fossil,%,1.35
Argentina,2020-06-01,Electricity generation,Fuel,Solar,%,0.54
Argentina,2020-06-01,Electricity generation,Fuel,Wind,%,6.56
Argentina,2020-07-01,Electricity generation,Aggregate fuel,Clean,%,42.96
Argentina,2020-07-01,Electricity generation,Aggregate fuel,Fossil,%,57.04
Argentina,2020-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,53.6
Argentina,2020-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,30.11
Argentina,2020-07-01,Electricity generation,Aggregate fuel,Renewables,%,36.9
Argentina,2020-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,6.79
Argentina,2020-07-01,Electricity generation,Fuel,Bioenergy,%,0.57
Argentina,2020-07-01,Electricity generation,Fuel,Coal,%,3.44
Argentina,2020-07-01,Electricity generation,Fuel,Gas,%,50.9
Argentina,2020-07-01,Electricity generation,Fuel,Hydro,%,29.54
Argentina,2020-07-01,Electricity generation,Fuel,Nuclear,%,6.06
Argentina,2020-07-01,Electricity generation,Fuel,Other Fossil,%,2.7
Argentina,2020-07-01,Electricity generation,Fuel,Solar,%,0.57
Argentina,2020-07-01,Electricity generation,Fuel,Wind,%,6.22
Argentina,2020-08-01,Electricity generation,Aggregate fuel,Clean,%,42.17
Argentina,2020-08-01,Electricity generation,Aggregate fuel,Fossil,%,57.83
Argentina,2020-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,55.1
Argentina,2020-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,24.77
Argentina,2020-08-01,Electricity generation,Aggregate fuel,Renewables,%,34.06
Argentina,2020-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.29
Argentina,2020-08-01,Electricity generation,Fuel,Bioenergy,%,0.73
Argentina,2020-08-01,Electricity generation,Fuel,Coal,%,2.73
Argentina,2020-08-01,Electricity generation,Fuel,Gas,%,53.73
Argentina,2020-08-01,Electricity generation,Fuel,Hydro,%,24.04
Argentina,2020-08-01,Electricity generation,Fuel,Nuclear,%,8.11
Argentina,2020-08-01,Electricity generation,Fuel,Other Fossil,%,1.37
Argentina,2020-08-01,Electricity generation,Fuel,Solar,%,0.82
Argentina,2020-08-01,Electricity generation,Fuel,Wind,%,8.47
Argentina,2020-09-01,Electricity generation,Aggregate fuel,Clean,%,43.18
Argentina,2020-09-01,Electricity generation,Aggregate fuel,Fossil,%,56.81
Argentina,2020-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,56.33
Argentina,2020-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,25.21
Argentina,2020-09-01,Electricity generation,Aggregate fuel,Renewables,%,34.68
Argentina,2020-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.47
Argentina,2020-09-01,Electricity generation,Fuel,Bioenergy,%,0.77
Argentina,2020-09-01,Electricity generation,Fuel,Coal,%,0.48
Argentina,2020-09-01,Electricity generation,Fuel,Gas,%,55.46
Argentina,2020-09-01,Electricity generation,Fuel,Hydro,%,24.44
Argentina,2020-09-01,Electricity generation,Fuel,Nuclear,%,8.5
Argentina,2020-09-01,Electricity generation,Fuel,Other Fossil,%,0.87
Argentina,2020-09-01,Electricity generation,Fuel,Solar,%,1.26
Argentina,2020-09-01,Electricity generation,Fuel,Wind,%,8.21
Argentina,2020-10-01,Electricity generation,Aggregate fuel,Clean,%,39.16
Argentina,2020-10-01,Electricity generation,Aggregate fuel,Fossil,%,60.84
Argentina,2020-10-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,60.84
Argentina,2020-10-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,22.81
Argentina,2020-10-01,Electricity generation,Aggregate fuel,Renewables,%,32.71
Argentina,2020-10-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.9
Argentina,2020-10-01,Electricity generation,Fuel,Bioenergy,%,0.75
Argentina,2020-10-01,Electricity generation,Fuel,Coal,%,0.0
Argentina,2020-10-01,Electricity generation,Fuel,Gas,%,60.09
Argentina,2020-10-01,Electricity generation,Fuel,Hydro,%,22.06
Argentina,2020-10-01,Electricity generation,Fuel,Nuclear,%,6.45
Argentina,2020-10-01,Electricity generation,Fuel,Other Fossil,%,0.75
Argentina,2020-10-01,Electricity generation,Fuel,Solar,%,1.4
Argentina,2020-10-01,Electricity generation,Fuel,Wind,%,8.5
Argentina,2020-11-01,Electricity generation,Aggregate fuel,Clean,%,33.58
Argentina,2020-11-01,Electricity generation,Aggregate fuel,Fossil,%,66.41
Argentina,2020-11-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,64.62
Argentina,2020-11-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,18.71
Argentina,2020-11-01,Electricity generation,Aggregate fuel,Renewables,%,27.77
Argentina,2020-11-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.06
Argentina,2020-11-01,Electricity generation,Fuel,Bioenergy,%,0.68
Argentina,2020-11-01,Electricity generation,Fuel,Coal,%,1.79
Argentina,2020-11-01,Electricity generation,Fuel,Gas,%,62.31
Argentina,2020-11-01,Electricity generation,Fuel,Hydro,%,18.03
Argentina,2020-11-01,Electricity generation,Fuel,Nuclear,%,5.81
Argentina,2020-11-01,Electricity generation,Fuel,Other Fossil,%,2.31
Argentina,2020-11-01,Electricity generation,Fuel,Solar,%,1.62
Argentina,2020-11-01,Electricity generation,Fuel,Wind,%,7.44
Argentina,2020-12-01,Electricity generation,Aggregate fuel,Clean,%,33.84
Argentina,2020-12-01,Electricity generation,Aggregate fuel,Fossil,%,66.17
Argentina,2020-12-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,63.27
Argentina,2020-12-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,18.68
Argentina,2020-12-01,Electricity generation,Aggregate fuel,Renewables,%,28.42
Argentina,2020-12-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.74
Argentina,2020-12-01,Electricity generation,Fuel,Bioenergy,%,0.63
Argentina,2020-12-01,Electricity generation,Fuel,Coal,%,2.9
Argentina,2020-12-01,Electricity generation,Fuel,Gas,%,61.07
Argentina,2020-12-01,Electricity generation,Fuel,Hydro,%,18.05
Argentina,2020-12-01,Electricity generation,Fuel,Nuclear,%,5.42
Argentina,2020-12-01,Electricity generation,Fuel,Other Fossil,%,2.2
Argentina,2020-12-01,Electricity generation,Fuel,Solar,%,1.73
Argentina,2020-12-01,Electricity generation,Fuel,Wind,%,8.01
Argentina,2021-01-01,Electricity generation,Aggregate fuel,Clean,%,33.04
Argentina,2021-01-01,Electricity generation,Aggregate fuel,Fossil,%,66.95
Argentina,2021-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,65.01
Argentina,2021-01-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,18.07
Argentina,2021-01-01,Electricity generation,Aggregate fuel,Renewables,%,27.76
Argentina,2021-01-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.69
Argentina,2021-01-01,Electricity generation,Fuel,Bioenergy,%,0.54
Argentina,2021-01-01,Electricity generation,Fuel,Coal,%,1.94
Argentina,2021-01-01,Electricity generation,Fuel,Gas,%,62.92
Argentina,2021-01-01,Electricity generation,Fuel,Hydro,%,17.53
Argentina,2021-01-01,Electricity generation,Fuel,Nuclear,%,5.28
Argentina,2021-01-01,Electricity generation,Fuel,Other Fossil,%,2.09
Argentina,2021-01-01,Electricity generation,Fuel,Solar,%,1.47
Argentina,2021-01-01,Electricity generation,Fuel,Wind,%,8.22
Argentina,2021-02-01,Electricity generation,Aggregate fuel,Clean,%,38.93
Argentina,2021-02-01,Electricity generation,Aggregate fuel,Fossil,%,61.06
Argentina,2021-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,60.79
Argentina,2021-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,24.95
Argentina,2021-02-01,Electricity generation,Aggregate fuel,Renewables,%,34.09
Argentina,2021-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.14
Argentina,2021-02-01,Electricity generation,Fuel,Bioenergy,%,0.64
Argentina,2021-02-01,Electricity generation,Fuel,Coal,%,0.27
Argentina,2021-02-01,Electricity generation,Fuel,Gas,%,59.69
Argentina,2021-02-01,Electricity generation,Fuel,Hydro,%,24.31
Argentina,2021-02-01,Electricity generation,Fuel,Nuclear,%,4.84
Argentina,2021-02-01,Electricity generation,Fuel,Other Fossil,%,1.1
Argentina,2021-02-01,Electricity generation,Fuel,Solar,%,1.55
Argentina,2021-02-01,Electricity generation,Fuel,Wind,%,7.59
Argentina,2021-03-01,Electricity generation,Aggregate fuel,Clean,%,34.86
Argentina,2021-03-01,Electricity generation,Aggregate fuel,Fossil,%,65.13
Argentina,2021-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,63.56
Argentina,2021-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,19.04
Argentina,2021-03-01,Electricity generation,Aggregate fuel,Renewables,%,28.69
Argentina,2021-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.65
Argentina,2021-03-01,Electricity generation,Fuel,Bioenergy,%,0.61
Argentina,2021-03-01,Electricity generation,Fuel,Coal,%,1.57
Argentina,2021-03-01,Electricity generation,Fuel,Gas,%,62.26
Argentina,2021-03-01,Electricity generation,Fuel,Hydro,%,18.43
Argentina,2021-03-01,Electricity generation,Fuel,Nuclear,%,6.17
Argentina,2021-03-01,Electricity generation,Fuel,Other Fossil,%,1.3
Argentina,2021-03-01,Electricity generation,Fuel,Solar,%,1.39
Argentina,2021-03-01,Electricity generation,Fuel,Wind,%,8.26
Argentina,2021-04-01,Electricity generation,Aggregate fuel,Clean,%,32.65
Argentina,2021-04-01,Electricity generation,Aggregate fuel,Fossil,%,67.35
Argentina,2021-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,64.79
Argentina,2021-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,16.47
Argentina,2021-04-01,Electricity generation,Aggregate fuel,Renewables,%,27.42
Argentina,2021-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.95
Argentina,2021-04-01,Electricity generation,Fuel,Bioenergy,%,0.69
Argentina,2021-04-01,Electricity generation,Fuel,Coal,%,2.56
Argentina,2021-04-01,Electricity generation,Fuel,Gas,%,62.82
Argentina,2021-04-01,Electricity generation,Fuel,Hydro,%,15.78
Argentina,2021-04-01,Electricity generation,Fuel,Nuclear,%,5.23
Argentina,2021-04-01,Electricity generation,Fuel,Other Fossil,%,1.97
Argentina,2021-04-01,Electricity generation,Fuel,Solar,%,1.48
Argentina,2021-04-01,Electricity generation,Fuel,Wind,%,9.47
Argentina,2021-05-01,Electricity generation,Aggregate fuel,Clean,%,36.33
Argentina,2021-05-01,Electricity generation,Aggregate fuel,Fossil,%,63.67
Argentina,2021-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,60.82
Argentina,2021-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,19.68
Argentina,2021-05-01,Electricity generation,Aggregate fuel,Renewables,%,29.92
Argentina,2021-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.24
Argentina,2021-05-01,Electricity generation,Fuel,Bioenergy,%,0.71
Argentina,2021-05-01,Electricity generation,Fuel,Coal,%,2.85
Argentina,2021-05-01,Electricity generation,Fuel,Gas,%,58.77
Argentina,2021-05-01,Electricity generation,Fuel,Hydro,%,18.97
Argentina,2021-05-01,Electricity generation,Fuel,Nuclear,%,6.41
Argentina,2021-05-01,Electricity generation,Fuel,Other Fossil,%,2.05
Argentina,2021-05-01,Electricity generation,Fuel,Solar,%,1.07
Argentina,2021-05-01,Electricity generation,Fuel,Wind,%,9.17
Argentina,2021-06-01,Electricity generation,Aggregate fuel,Clean,%,33.92
Argentina,2021-06-01,Electricity generation,Aggregate fuel,Fossil,%,66.08
Argentina,2021-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,63.92
Argentina,2021-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,15.6
Argentina,2021-06-01,Electricity generation,Aggregate fuel,Renewables,%,25.44
Argentina,2021-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.84
Argentina,2021-06-01,Electricity generation,Fuel,Bioenergy,%,0.88
Argentina,2021-06-01,Electricity generation,Fuel,Coal,%,2.16
Argentina,2021-06-01,Electricity generation,Fuel,Gas,%,61.84
Argentina,2021-06-01,Electricity generation,Fuel,Hydro,%,14.72
Argentina,2021-06-01,Electricity generation,Fuel,Nuclear,%,8.48
Argentina,2021-06-01,Electricity generation,Fuel,Other Fossil,%,2.08
Argentina,2021-06-01,Electricity generation,Fuel,Solar,%,0.88
Argentina,2021-06-01,Electricity generation,Fuel,Wind,%,8.96
Argentina,2021-07-01,Electricity generation,Aggregate fuel,Clean,%,34.9
Argentina,2021-07-01,Electricity generation,Aggregate fuel,Fossil,%,65.09
Argentina,2021-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,63.01
Argentina,2021-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,15.37
Argentina,2021-07-01,Electricity generation,Aggregate fuel,Renewables,%,26.41
Argentina,2021-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.04
Argentina,2021-07-01,Electricity generation,Fuel,Bioenergy,%,0.85
Argentina,2021-07-01,Electricity generation,Fuel,Coal,%,2.08
Argentina,2021-07-01,Electricity generation,Fuel,Gas,%,61.54
Argentina,2021-07-01,Electricity generation,Fuel,Hydro,%,14.52
Argentina,2021-07-01,Electricity generation,Fuel,Nuclear,%,8.49
Argentina,2021-07-01,Electricity generation,Fuel,Other Fossil,%,1.47
Argentina,2021-07-01,Electricity generation,Fuel,Solar,%,1.08
Argentina,2021-07-01,Electricity generation,Fuel,Wind,%,9.96
Argentina,2021-08-01,Electricity generation,Aggregate fuel,Clean,%,33.23
Argentina,2021-08-01,Electricity generation,Aggregate fuel,Fossil,%,66.78
Argentina,2021-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,64.74
Argentina,2021-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,14.11
Argentina,2021-08-01,Electricity generation,Aggregate fuel,Renewables,%,24.92
Argentina,2021-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.81
Argentina,2021-08-01,Electricity generation,Fuel,Bioenergy,%,0.94
Argentina,2021-08-01,Electricity generation,Fuel,Coal,%,2.04
Argentina,2021-08-01,Electricity generation,Fuel,Gas,%,63.56
Argentina,2021-08-01,Electricity generation,Fuel,Hydro,%,13.17
Argentina,2021-08-01,Electricity generation,Fuel,Nuclear,%,8.31
Argentina,2021-08-01,Electricity generation,Fuel,Other Fossil,%,1.18
Argentina,2021-08-01,Electricity generation,Fuel,Solar,%,1.33
Argentina,2021-08-01,Electricity generation,Fuel,Wind,%,9.48
Argentina,2021-09-01,Electricity generation,Aggregate fuel,Clean,%,39.42
Argentina,2021-09-01,Electricity generation,Aggregate fuel,Fossil,%,60.58
Argentina,2021-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,57.85
Argentina,2021-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,21.6
Argentina,2021-09-01,Electricity generation,Aggregate fuel,Renewables,%,32.54
Argentina,2021-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.94
Argentina,2021-09-01,Electricity generation,Fuel,Bioenergy,%,0.97
Argentina,2021-09-01,Electricity generation,Fuel,Coal,%,2.73
Argentina,2021-09-01,Electricity generation,Fuel,Gas,%,56.35
